Date,Open,High,Low,Close,Adj Close,Volume
2020-02-20,1519.010009765625,1527.0699462890625,1504.260009765625,1516.989990234375,1516.989990234375,1298100
2020-02-21,1504.5799560546875,1510.949951171875,1478.489990234375,1483.4599609375,1483.4599609375,2126000
2020-02-24,1423.050048828125,1436.3800048828125,1406.7900390625,1419.8599853515625,1419.8599853515625,2478000
2020-02-25,1431.0,1436.8499755859375,1380.4200439453125,1386.3199462890625,1386.3199462890625,2579000
2020-02-26,1394.97998046875,1413.6700439453125,1376.550048828125,1390.469970703125,1390.469970703125,2488800
2020-02-27,1359.1400146484375,1369.4000244140625,1314.239990234375,1314.949951171875,1314.949951171875,3114500
2020-02-28,1274.31005859375,1342.449951171875,1268.2099609375,1339.25,1339.25,4010900
2020-03-02,1351.3900146484375,1387.469970703125,1325.199951171875,1386.3199462890625,1386.3199462890625,2771500
2020-03-03,1397.6800537109375,1408.18994140625,1329.239990234375,1337.719970703125,1337.719970703125,2830100
2020-03-04,1358.9599609375,1382.780029296875,1337.0,1381.5999755859375,1381.5999755859375,2379900
2020-03-05,1345.550048828125,1353.6300048828125,1301.6400146484375,1314.760009765625,1314.760009765625,2719000
2020-03-06,1269.949951171875,1302.75,1257.2099609375,1295.739990234375,1295.739990234375,3232000
2020-03-09,1204.9599609375,1252.72998046875,1198.0400390625,1215.7900390625,1215.7900390625,3462600
2020-03-10,1254.3900146484375,1275.8499755859375,1214.510009765625,1275.1700439453125,1275.1700439453125,2743600
2020-03-11,1248.27001953125,1256.9300537109375,1191.1400146484375,1210.9000244140625,1210.9000244140625,2736600
2020-03-12,1122.6199951171875,1188.75,1108.469970703125,1111.550048828125,1111.550048828125,4716300
2020-03-13,1174.989990234375,1214.4000244140625,1112.2900390625,1214.27001953125,1214.27001953125,3970000
2020-03-16,1089.6099853515625,1145.469970703125,1067.0799560546875,1073.0,1073.0,4826000
2020-03-17,1090.6400146484375,1126.0,1049.0999755859375,1118.06005859375,1118.06005859375,4159700
2020-03-18,1059.93994140625,1104.989990234375,1037.0,1091.18994140625,1091.18994140625,4652200
2020-03-19,1088.219970703125,1152.6099853515625,1055.550048828125,1111.6700439453125,1111.6700439453125,3703200
2020-03-20,1130.9000244140625,1138.47998046875,1062.0999755859375,1068.2099609375,1068.2099609375,4143900
2020-03-23,1056.3699951171875,1066.9100341796875,1008.8699951171875,1054.1300048828125,1054.1300048828125,4183600
2020-03-24,1103.97998046875,1133.3299560546875,1086.4300537109375,1130.010009765625,1130.010009765625,3623400
2020-03-25,1124.5799560546875,1146.1700439453125,1083.010009765625,1101.6199951171875,1101.6199951171875,4516200
2020-03-26,1114.719970703125,1171.47998046875,1092.030029296875,1162.9200439453125,1162.9200439453125,3828100
2020-03-27,1127.469970703125,1151.050048828125,1104.0,1110.260009765625,1110.260009765625,3139700
2020-03-30,1132.6400146484375,1151.0,1098.489990234375,1146.31005859375,1146.31005859375,2936800
2020-03-31,1148.72998046875,1173.4000244140625,1136.719970703125,1161.949951171875,1161.949951171875,3261400
2020-04-01,1124.0,1129.4200439453125,1093.489990234375,1102.0999755859375,1102.0999755859375,2597100
