Date,Open,High,Low,Close,Adj Close,Volume
2020-02-19,2.180000066757202,2.180000066757202,2.0999999046325684,2.0999999046325684,2.0999999046325684,13300
2020-02-20,2.109999895095825,2.119999885559082,1.899999976158142,1.9900000095367432,1.9900000095367432,16300
2020-02-21,2.009999990463257,2.009999990463257,2.0,2.0,2.0,2900
2020-02-24,1.9500000476837158,1.9700000286102295,1.5399999618530273,1.6799999475479126,1.6799999475479126,65400
2020-02-25,1.7799999713897705,1.7799999713897705,1.6799999475479126,1.690000057220459,1.690000057220459,17100
2020-02-26,1.8300000429153442,1.8899999856948853,1.6699999570846558,1.75,1.75,8600
2020-02-27,1.75,2.700000047683716,1.649999976158142,2.319999933242798,2.319999933242798,99200
2020-02-28,2.4800000190734863,2.950000047683716,2.0199999809265137,2.140000104904175,2.140000104904175,117400
2020-03-02,2.3499999046325684,2.3499999046325684,2.0,2.009999990463257,2.009999990463257,12600
2020-03-03,2.009999990463257,2.0199999809265137,2.0,2.0,2.0,4300
2020-03-04,2.0,2.0,1.659999966621399,1.7699999809265137,1.7699999809265137,40800
2020-03-05,1.8799999952316284,2.309999942779541,1.8799999952316284,2.059999942779541,2.059999942779541,49500
2020-03-06,2.0999999046325684,2.180000066757202,2.0,2.109999895095825,2.109999895095825,16200
2020-03-09,2.0999999046325684,2.0999999046325684,1.899999976158142,1.909999966621399,1.909999966621399,8100
2020-03-10,2.049999952316284,2.049999952316284,1.9199999570846558,2.0199999809265137,2.0199999809265137,18800
2020-03-11,4.75,7.699999809265137,3.1500000953674316,3.950000047683716,3.950000047683716,11896200
2020-03-12,5.75,5.800000190734863,4.0,5.260000228881836,5.260000228881836,4057000
2020-03-13,4.400000095367432,4.400000095367432,3.0,3.3399999141693115,3.3399999141693115,983100
2020-03-16,2.5,2.5999999046325684,1.9700000286102295,2.25,2.25,596200
2020-03-17,2.450000047683716,2.6500000953674316,2.2100000381469727,2.2799999713897705,2.2799999713897705,280600
2020-03-18,2.200000047683716,2.200000047683716,1.8700000047683716,2.009999990463257,2.009999990463257,308900
2020-03-19,2.0999999046325684,2.0999999046325684,1.559999942779541,1.7100000381469727,1.7100000381469727,401000
2020-03-20,1.7999999523162842,1.9600000381469727,1.75,1.7799999713897705,1.7799999713897705,231600
2020-03-23,2.0199999809265137,2.0999999046325684,1.6799999475479126,1.7999999523162842,1.7999999523162842,263700
2020-03-24,1.850000023841858,1.8799999952316284,1.6699999570846558,1.7999999523162842,1.7999999523162842,310300
2020-03-25,1.7400000095367432,1.909999966621399,1.7200000286102295,1.8200000524520874,1.8200000524520874,231800
2020-03-26,1.9199999570846558,1.9500000476837158,1.7799999713897705,1.8799999952316284,1.8799999952316284,243200
2020-03-27,1.8600000143051147,1.899999976158142,1.659999966621399,1.7799999713897705,1.7799999713897705,169300
2020-03-30,1.809999942779541,1.899999976158142,1.7599999904632568,1.8600000143051147,1.8600000143051147,140400
2020-03-31,1.9199999570846558,2.240000009536743,1.9199999570846558,2.0399999618530273,2.0399999618530273,300900
